generation,deck_uid,win_rate
0,nuquqtctcgwsmefmgfrpksehcswrbn,0
0,aghvhldrtawtkiwggjfjvhilebituc,1
0,kdgvedearkhghegmbgivgtkergnqwf,2
0,lvqitdpvcumenojutorcdkvnosmlwv,0
0,wlcosnwucjrddobkkwpqvhujvqesbh,1
0,jfhvuqdkavhqvepepnvcccijwohgok,5
0,kjowhcifddcldtftiballbtliawamw,0
0,spladkdhwgkrvramsrihgbwhhtmqnp,1
0,uvwhpmevbqbjmqqoidupptrbhaoewj,2
0,jmioiqlwjsbsqqavutrmaeiakugtrm,2
0,wpcewfjcevavisgrltmmndsapwemsk,1
0,lbheiujbqlgljfeulsqtpuhhqnsqja,2
0,puhwoofothpnptabjaetsoduqdlvjw,3
0,qvnqhguqtjorgawugqkmlnoipsejfr,3
0,lmkkufoftotwldumwpjfirulbprcnj,3
0,umogsbjgtmajfbcmjwvrrsinsgiiil,4
0,sejsfmacmpiggwiviidjvnluktrvqr,2
0,rfsrlnwknnwrosgbdmgetrreuhiqoj,2
0,qbdjpitkphtiaaojkeoaneeqsedfmn,1
0,gawwgcvswwagqabbdmilgkorpwlamf,1
0,tuvmdjrkjqipnfwqleuuudsvqnialq,1
0,cjcfknhfoqdrlhksdqgmeelqoervoi,3
0,cjcqigkovikwsjraqhgjgpvofotpvk,3
0,atgwvoeuwovprdokjnjhrlbmfqifsu,3
0,ueriaihjjjeukpsfvbwoklovhnrqne,3
0,anbcisbruqqctvcprjwngntjuksotq,2
0,cdwvecwuewhiwphulftfjplfmjthhd,2
0,jsjrapbljwatdkckkhlgkenjqupuli,0
0,icspbhefmairvawmokrilibvajjwba,4
0,dotjpnuhoqokofflwaegqhlenuqwsg,2
0,dtqnfqsioqjguvjwwbqgajbwrqbcsu,2
0,jellrgpvmjvtcjdkirsngcqguijplb,5
0,preufphgocntpepakqcibancdbdutb,1
0,stlbvqedajjwtnmahcwaegdtcmbqjn,1
0,lttejwnwmlqllumhmqbwinifikqtbu,1
0,cbbdaqmahmvotgrunqttclltqelfit,0
0,iishbwnpfpjikhsvdhhhcnondcicjp,2
0,kpafgivinbajdqhtfareoqfunfbiwj,0
0,oktkjcplmukrpslkgubkanstbmocud,1
0,ctrhvgabtgqjojqblgmpqdpaiqbfom,3
0,rlaufbjackkgpopjkiiprfcsejvkmf,7
0,iqepquqplrdcnavwgdwklfiloawhqs,3
0,qbrnualkvolcrvimmimwmonaowkmme,0
0,rhiujovgikrwauglqnwefptklsgfip,1
0,khgrrhuvflsutlrkvtvobegqqcjpjp,2
0,qanbotdtqtvtqjcmunddwqwrjssdlr,0
0,bjtjkdhfsdjsijfjrrkbwwagdfrmkc,3
0,pwqvkanmcfgumesfqetfbavqctbaej,2
0,tdvuojtbfpvwrglbhnwdnmmcaapcod,1
0,mujnctcdrpfcbnjwwgcwoenibsfgsa,2
0,oaotncvvcjucuoljjdcljvtcmdfqqs,4
0,klarwlhfgtmcabiqipuiqjvjsddhiu,3
0,ptfqwmlnotmctugqelgdhmcdluajis,0
0,ijjjlfidrdoowprcgtlsodammgdece,3
0,lorshseumojkqlfittfaovppwdliwl,1
0,ecgpusjeathpaevdwcfrkbifjrhbek,3
0,itllqkuvsnvkdpwmidlrouvrshpsss,1
0,tpecolobekkaubalwhwhlqrqcdoqrj,1
0,ejwmnrkrnpsbbbeuajtugagvhgmlum,0
0,khcofjlbuffnowwftriuocllssuacv,1
0,bntjajruodtjbktqsoesampkgqjjnw,4
0,ajnllkjcnlnabwdnprufarrqaotchu,6
0,wrukmtahewnoivrqmqalfgrtkfmpam,2
0,kbvedqrcdlekfbndvfmbueuvoawfnr,2
0,poletvpgapcoiaupwjfejsbwotftdg,3
0,hlavcqkoftspfnavmrtskkcmcuraeh,0
0,vkscerfeqfcwmwospvhsgldnkgovuw,0
0,gdsqgvborcfarfakwtqlobigrquuee,2
0,aeuugqgkiuhwnvnmjkeravecfbllsh,1
0,hbbpkpdkuhshnlfbhovhabmdibthmm,2
0,pmbmwmqajqbbctamsvjhipfeirerod,2
0,jvkjeqneessjdcnchfnemfmqgmdaip,1
0,njmkpiewfjiupatgvbsviowsbfugfs,1
0,dfekmrnwobnjsmmnqnswqlewnpmwll,1
0,basdrjbidqvwwfolshajjdrqfqlfap,0
0,sfnvkplafdgnoffrvtrnmaonhjafnm,1
0,glvvdpnnqjegtpbvsqmrsmnohqnloc,2
0,bspggqcwcnnurqdgwjklnounimvhhf,4
0,pkvnomajnwqjqvejnihladnakapahn,4
0,svahenpvkepfputdacssodgbajsgfr,2
0,qcdkvohkecaffunvcdvusldqqdmsfv,0
0,vjabwahbvlkfwoeamjqligwrdknkep,4
0,rhivbacoafqnkgpwilcuepbnpjquwu,2
0,cwpeooqafkohmcvmgdatpkmvundhsn,2
0,fletvsqrwarcetvbqspvqtrljwgpqk,0
0,bqatcmpdvhfaqvdegepagiadwsabqd,1
0,uuebeqelciudbngucqmvhsgjudwbnf,4
0,afrdgbuadigqsjthrojqcecujvdcpn,2
0,vacleijrbldstvqonnfhmgggmvwgvc,2
0,vjhqgifgsqhscqcsdsawfamvkcqlte,0
0,cnwuhtmnqrfpmsvmndlhlobsveqpiw,4
0,frwbhippkupchfbhfourdvghimcunh,1
0,glkrlcpjgwkefhushatsturslmhroo,0
0,slqgnntdnhbskifbvdojafgbtasbpu,2
0,egqtrpjwnftgihoekfgrdtjkcsibac,2
0,sioqnvwofihlevvvwakcjbwrtouvvo,1
0,akfbmijbhojbeafdvwbgilgvwhakro,3
0,leamsgcowajjqvlquaelchbqhfklhu,4
0,rdkdlhcawdtrneaqavkoqwajgtauip,0
0,rspwbubwfshrnjeerwllptledcpsct,0
0,ssdilgmwuucakaswemgjdgwfgeajmh,1
0,puujvofkiqhkptsgvgcpvdcajlftns,1
0,rsdwklmmndfmvjpcpoqcbcpqkpcpsm,2
0,rnorrjupvjirdlpuappwwptkcptorn,1
0,iktmojnrjapdshltnkvtnfpeqrlafs,2
0,tmltanugidgoifvfuujblamemkqton,3
0,dndfodhubrnwjcnpcbcaprmsfbdcrf,4
0,dniksqrejmkrdcabsdlqgemkinaghr,1
0,jiupovpmtwelksivonevqkqrfjkwim,1
0,unaclekctoclfovhslavppsobmlrug,2
0,bjcdwcqcodvonofkkocjtfcotkeidd,2
0,fvwsllbtacfbgummhaobhfkawvaikv,0
0,jprpkstewcnpwvqbsrfroniibomlsj,0
0,wmdsaocaaaqqkabqbqlqtreisprist,0
0,jobfjlhankahtaldgvptdqlnsbwpvm,3
0,bpvfcwdrenkajililiesekjoohemjc,1
0,gmrpgedvgdbmhkuncaidgceuusoocb,3
0,hlbbhkslvugqtudedjpraftrtugtkc,1
0,egbvllhsparusodfqeagkkiaqiwjpg,5
0,agbjvfraftbdpmrppanwvuncclchoj,2
0,mpbfgoriujpdtuensfkmcbehcmgchh,2
0,gcfoiocrvfvrkhgnvomiqfndcrgnfh,2
0,ehdlvlreumknlvonjglgfwdbcdsnoh,1
0,dmmllqeoomwqpijwqbobkfusjllbqq,0
0,pegkndquesqbhdhqelwcqrbvqtbgga,3
0,tvpilvkawbrdwwtsvatreccvgobklb,0
0,puplwikrorqepjqmaqtwvrtgoqnejb,3
0,migvljtiwlvgdjjhakvparoamrochr,1
0,arhraromcvpluwhdtggkpulekqncds,2
0,epvjiewfhsgwrnmdakmslapkohpwsm,1
0,ckuwvfsgwaaoannshuffovjewsbcwm,0
0,gewkwgbprbegghqqjibkfipnguhbwo,1
0,jcclflpdscflofjdrgtwwhlaevwgre,2
0,qbvpqkthpukvtsptupqnrhfcmvabnd,3
0,ijkkcuqooqwftvuijgbhaamtkkgcjp,3
0,jppniwojluwjbsogthfhiinebmwdvh,0
0,gfimdptmelfivfmqhvgrcnoqrebwlt,2
0,qtlndcdflssjqkikoqvrnvvtfcedfg,1
0,flaaahlpifsrbglpnsbjhultgqgtbe,4
0,ppiwuggrmjgjppibjruumicnbofsdj,1
0,jggbanbrvqkkdjpkllvdqvieiiliec,2
0,prbqcfabadpdlldusmigiaoklranrw,1
0,rsnhbnehgnksabevtsmucebmqefeoq,1
0,vokcrufmcovufgffeghunafmdsggdq,2
0,htkrdutnakeowqkbfhiqaiuvgifkma,2
0,kdriiqwcugtennlpdbqnsqujoelusn,2
0,felshvsqfvufufuehjphwopmrutpji,1
0,jaioghivdrnrdvddapvamphtkfbihk,1
0,fuwgfwmlrrffdbwfltqnovchuhasql,1
0,lblokdmgdblwaimaefigqpodkhsrnc,3
0,dnjgbnurnqrfdfjndtsfedofafjhdk,0
0,sfrgpdpqfwkuwpfdtudisngrioivtq,1
0,icupbupcfgonqlaiuvgbwjcebokeln,1
0,gvtuvbeilpvgscjdriqufqsukvgbps,1
0,raoadltslhcrcevnhmkkswqvnncrbf,0
0,kqmhgsgbvdbsalhwqhckfglpsiiolh,1
0,cbjskvnctfedduflgucvunhiwgduhi,1
0,fmctnjdfrremwmbsjcpvfgqqhtnolf,3
0,omcermqswkvhfprclhaasdpembhudq,0
0,wgpbctnccfplldnidkgoemgwmwvkqu,3
0,ssmunhqkethbjaikbrmnnbqveckqri,1
0,fciaawbwgnjelmcgftihjvbgmulltg,3
0,pvvcvgksirmqsrhbdnpvhqqciwbqoh,2
0,misnaqjvnispotecwfwjstnkvchonr,1
0,rvsukaeuwqoewfehbwpoppkboklkop,1
0,mlafogljastsqfbpqcwqskbupihnwo,1
0,ktrjfinkgobtbqmwredeopcnmvfqfp,2
0,wqaiaktflaiqrindnhepihcuoosija,2
0,imkhcbdiloqnjfatdqqnwhwnqdphrh,1
0,kiowpkbntlmiqdrginkaacvpqounsr,0
0,qqpvvcwjikritoqqlnflkjnpgidrwk,4
0,vfsbpqfbvvneowqsjwkhbqriiferob,0
0,mkgcjosjlsdemscueiikrmbomqrdws,4
0,mhtmmdehsdnniudbuspdgvwivuujus,0
0,hnglucagmnwsssoqaroiqvgvmibfkf,2
0,ibngcevscrsjohjchmcqvgmbfccmqj,3
0,btdahbjntstvlannwpngcfedgtfshg,1
0,blugdprvhwrrnbsaaipdbtvweadjrp,2
0,kootpjdahlksaijwaifeeefubtwsto,1
0,rqbfvgffrfatewnllenprvrmlobrgt,2
0,ntrfleqvvblrrsgbjiuukdobuhslrc,0
0,qsjrjbqpnmhgpwsieavbukwimmqtsp,2
0,pmrbnggcmaskmntrhgdrdnhcinhjcp,2
0,tqpjrpskqjfvkrbiikhpdpawlburgd,2
0,mkjbnoqnrualhncpcnodgesmjgoirg,3
0,dfomtacfdtmwkepspjwfcvctkfrudv,0
0,fnjwphwcpwgqdakragbcptmtaegljf,4
0,kpbatsvgwgiinnjjmphfsbhskfhbpe,0
0,jjevsphdhhumcgrpulcrjehnuhdcss,0
0,hbiucncujdlbidalijjabwhtngnvnt,2
0,aiaagtstcmfiuquubccucqpsgeawhs,0
0,ibkuelateojnpdcfcqoddsnpcvoiar,2
0,rtbcgieiqovrkopwvwhowceeaflgbw,1
0,ghcapdofelporlrcmonbellcoclaei,1
0,tfwvhgjlunqcdheusffojoshlqjhrf,0
0,fhnoleufkgwwrpvwdnoamqmgeabgii,0
0,aqgetaqcbeevieetpdsltcdolaqnqb,1
0,npoioahsrkrbafnpkaotrfguenuqka,1
0,tkngcollibomspoibjjebehjsiisfm,0
0,tcmgafjdrdisnbebtjtoftcqvlgutd,1
0,tmedhiqvmankascvmtmqcqhmoanltp,4
0,ntulilvmdtmqaesrkkqtdbtvbgmakb,3
0,usdbirbtwfrfflfhwutkphdgspvelh,0
0,hvetnjgdfldsftfqwwogfnmcwvllms,0
0,dfaohljuafvgeueotsokqwenduijsf,1
0,dauoriepckomfmsrvhbtswgmcgqmkv,2
0,odwlfdewtvphvksdblwsqijdspiges,0
0,epunfqqrqmbcpbnnbiswibsomififq,2
0,lstfhmwahlnfavvbmpgwjsdcjkcovl,3
0,kridggqkffrgaqssmkmasqcirjnkqv,3
0,qujpggkufgdskedatfsfpbepfnmdmb,1
0,congiwfrfhiqfdhbchrfbihtsrcphj,3
0,mabohsbhhebncnjjemiagnapanqagh,3
0,shkgckcwirdaomgfbigbebwgwndcdb,4
0,mokinfouonjtsfrrjcmwvaakrvmmgh,1
0,dltswjeqcgdiprjjkvgfsgiefnhjrb,1
0,nrfgokrshpqbhgbtgshnjrkopbacai,1
0,chbchgourrvmfgcvlqpbdlmsrtlmtl,3
0,pglkflhimtkafmaemegspejpmsmmju,2
0,wgqharenhgwohcgligcwcmfrutcegw,2
0,gaqugrmguanedairenjisnanudwlku,0
0,cgtrcisfjfdsmvskaphoitfcqopnid,1
0,wkaufnwmslndlrophuaswhhmwehifu,1
0,genhkharkwrewpqkdmsvqjsibfftua,0
0,ksfeincrqsmwttajlcnksffrmncptv,3
0,kohhkgtlcrsghglosccwuadlrnguou,2
0,vcplopqvpgkwsbdphaplwospgrcooo,5
0,hjikmaouadgttdnqjuwnsqhfhcupwg,2
0,nelihpgoeheomtgqatcveqksswchej,1
0,aoibnooiqwuattpijwitunkejwopft,1
0,avjtlunjsbarlphvanjduegovghhqh,4
0,ueiorgejmtoovjqesdgvttivdgpkfd,3
0,udwvhdbondljdptkgtjlhrkdjublfr,2
0,ikgikusnwkavffhsownrpolnfaovra,0
0,fjclngwvblblbjvhcljhcbmppaasil,5
0,cptslvftrpufiqolueqjrbfbgdupae,2
0,kkusbsupirvrkhtfldvwedljcpppno,1
0,sdqmnudrnwjrnwciticqmhkgksqlre,0
0,pgnpgimkhoattobhfewbnqrnpqsgve,2
0,qgglhddvutsvpircrkvefowkwvrqfu,1
0,ugmbiqcobppnohffuasndcckhdmauw,1
0,iiwkmfurcquswsvksufqtvwnlsejvr,1
0,ogrcieriatdofleasgsnqjpdbetmst,0
0,huejvpeasobagpsaqemehjunmhpulk,3
0,svtdnouhijqmwkhnukdpwgwewbmebw,3
0,punkcucqkngrbepetpciktrquvhvvq,1
0,ivriukauaplhiqlwnqcsamiomphdrk,1
0,javpntwwtkmdhcstlahljvwceekoah,0
0,fubcjwfeslvujhwumpiphwlvtaibuh,2
0,elbtvapibfkvodqvbgfikmedlcrddk,2
0,bdiwridwjmqgtfedqijurdhgdbtwkw,1
0,hginnhltceasqlidkgtgtcffwkepcv,1
0,kvbhcvvmjgucdpubworffhmjpqvblp,2
0,lptbgsmjhuourhgctftbdahrchawpn,2
0,jwovnvwfeehrgfptncvfjsgnhvopqg,2
0,ihgpljbvdvrmtvlaksibsnapotlvnd,2
0,cbkijstapeubpehskvfdwlaikflpjs,0
0,lgrqkbgonfjlgpiibklsvtglrrrkot,3
0,khrluglsedgoeacprhfrbmppbjjddw,2
0,lcdvtcewalslujiudmuvfmcialfwbf,0
0,fkrohclodkocedsghpvorhjkrqjstn,1
0,bmbfcqhsdrvmtvoigujqalmutvbehq,2
0,otbufqjbkjolfsteqeqnhoafkqkmuu,1
0,dnwdeewfjntoominbqudmuktmoehvp,3
0,hdrqwkvvwttkedujggiwudotloocca,1
0,fmrvpfrjufsacksjkftjkfgmmwmgat,1
0,apqptgrkicobgmqbtcppkiihasqnoh,3
0,uqoghutmetpinwmmguistbqqfhtilb,1
0,nakfsscfjhkjwebiimoqrnkhthkwjh,2
0,sbwerenvawaviwdgcbvvwufqjugiwd,2
0,plohaauofudvudmdkufesqwmqmvhcr,2
0,tdelimbovsnwobfpkvsplclkqjlkcn,1
0,jundbditfsrpjthettsmwbasoencqa,0
0,wmjebnkrknklfwuuwgejsjqoafsklp,2
0,lhwkpbnstehpdhmqbihwfdfthroqtt,1
0,wwwegscvkikrlkcgrbgdnmrcawanqb,1
0,ivvirehrfrusadkdsmetsicckuqint,0
0,vajvpqhqfsoiismpvwosnbcmjncfft,1
0,dbvvqbvaamkvsiqpfntrdtlptuugfs,0
0,dwdpfnkhokcmolhpftlthawskraoiv,0
0,ieqiqnamlcqwuottehkkcbvcppuqlg,3
0,fetmbesqnmdsnfubljhnqpfoeohukp,3
0,vrtmqijlqiqldppkwwwskvfpjjqmck,4
0,hhhuweejqmiwhulwhnliotbagsemui,0
0,siwgngbhlgkheddnooaodcqgafoojq,2
0,vrwsdqfwsstkhbthdcfhrnpslrjwlj,0
0,vsakitggckjknedqvkurwlggovmjbg,0
0,mdraguqikhiutbavlfdegeamnbnvei,1
0,emenagnobaibhqcoephdkkoihhwwuc,2
0,porrfsasgnwftobwkturdovluorawo,0
0,usjmefgpravvhpclgujikfdajoubqk,2
0,jbqrqcnfkldedbvpuggaqaobdjvorb,3
0,gvupdldufbftkpjvlwgcupeqsshwmj,0
0,sdtgfvecceqigofvwhbrelutnsiacv,2
0,odrinqfldilbkoroovnsopclpvbqge,4
0,hlqlwqfcsjgerbtsqilwfsrhwgvuca,1
0,dvndfradsmkdhtdwmqehvmpphholqn,1
0,nujacenjqllbsujpoakihecjtussld,2
0,pflghwlerefkibbkvldcdtjmotiotr,2
0,fubuajsomuhwcpsmdobvkicjbthisl,1
0,kohbeaickagsriggqfktjniplqtmpa,2
0,wphsgkhtosninmufolkepwsoeebbqv,0
0,vvgspeslucnrsqtsufccqwmjiifpdl,2
0,ujptirnwvsbnenrmritgcknppkbvvk,1
0,abgtkdiruneibvjronnfmiinoecwit,0
0,iaoeofaakmqvfcnqmbnwcwrkfnnjdj,2
0,snawejcsjkncglvcsmwtlftkserqja,1
0,lnpvdkqmgvkrqsgfdjbrkurcwacsti,2
0,uilglekdmsruhtdllupsdwwpkcfcqi,2
0,gnhkdlgkgidteqskmmlpvjdbuhhsvm,1
0,qobcdjmuqccqlevjhmjhicwhsfpmht,4
0,pfhdbquqviweevpebiebpciaqtwboo,0
0,whhfoemubhnjmnknblsaftvgifvupq,3
0,ppmbmrbbchwkirshvgmbdivfaeuigs,1
0,metqputcjdgniknkwpfiltksjpkakd,1
0,gfcaqfwfrsgvrvjewhktsmcopbhldr,0
0,alegiphadnjrnqlwpvidtuopnskaqf,5
0,tdpgnrkthsnmjulaoigqppasdwjdki,1
0,tkncqiwrirsvvpuoupdcqtsilrmtdb,0
0,lorsakjtgvsogvhewrdhhugtrhhkoj,3
0,drcqnelpllgnuutkemucjsvqbgtidu,1
0,pkchveeiwmbsacifivhdnbpkhnrnuk,1
0,flhanrrtjgqmvfqtquiumwptorpusg,2
0,flnuwgfimsmgdsbpmpudpovpfwwbfq,0
0,ffreeapgbfogesglgfsuaqejgkwlmm,1
0,ceneolpjebduoqcbdgvfvlwstelarq,3
0,ftdmuptkoarwemqsummgnigwbthsjp,0
0,eonuvogwcpeeruwmkhlvlrgpjkbuga,2
0,setndtpbrvptbvjotackorbeqqfjbh,1
0,ntmlqwarwtfiwcqqttkwkgbukrlmlp,0
0,qjcefmmihqqldjdrgeifvditdkkfdd,3
0,mkvcureqqjsvvlsjabdcoakqhuvlql,4
0,lahttrkmcrudllnmrjurgqlmavvuhw,1
0,pqjlufqsntwsphitilljogbqqgrcal,3
0,laloojbavcturqsugjvasfgefdqsao,2
0,hsiocmuvhpgblecgqwpnheqwqbbnll,5
0,ldfqnmcdhbbbbdhmaltwptgirqvkww,0
0,fjanetlwpvctrcornuvfuoksliiubt,2
0,ncgdutaffgoctqplbibaeovtjievnm,3
0,pftqjlapjvcmovmbsagdfbntoputug,2
0,mronvculqdbbsoctujlpmcbgraebjd,2
0,ouskphdlqfrbvjapgtsgmejmahnlmk,3
0,nngsnmwjgvbianavusgpnbqvjaemtl,1
0,aocsgsosqbketekeqickoubhqgnhdc,0
0,vvacvdohlbmvtjfgobihsdkbhrbipb,1
0,wejjswucrtjmohgfgbmwdjnummbsel,1
0,wtviejlvwuokwndshahtltvrchhsiq,0
0,udiwvucgkcqiaewuoulkjutsvggpdg,2
0,flrgerrpcnbhhfgaodkrgnnsteuuuc,2
0,gbhtkgjilvwqwelhaofughfibihpmr,2
0,bnnhvgnwjncrmkgqojmuvsahfbmvho,4
0,bdarpstjpapenojqekdlcuvdqadbwo,4
0,tvctqbkvlmhwajcqphjephujufkhgq,1
0,itpgrtelmkrgdaukhobdrtlbulqlbv,1
0,bjqrebijddjomngkcqgbjhdkjirdnw,4
0,ckajpcualmtdsbfnfmrjemlbdmmaia,1
0,bvagntjmiumusgvekkmnbqhvohedvg,1
0,rjnnmrqeqponeqngancuouwdhvbhbb,0
0,ejpksqbvncarmsbjeduimqludkciqm,1
0,ptrhlioqojwrjeoeagigupqmaeetub,3
0,rmrwludkqevmgktbjtejuikvismgup,0
0,wnspottjaujrvcfainedswjuabvnpl,0
0,utanpvpharqpapmgsqvldpwnouslou,1
0,dcirqcecglgjqrpuncojhidlsrqnan,2
0,tqljsuarmtsmbhldmsqbwtktkefbic,0
0,lfgrqotwbslfrwsksjshqhpgolpwes,0
0,akbnswbilqtljeggkvgikjnqrgsrwc,1
0,nkanarkergkjrchadbsodgpedskiig,1
0,unodemndrthlloiumuotccqpjhqjnr,0
0,ocjdbnoijuhfjmawsrnhgadpmoskwr,1
0,pqrnwdsthiddsjkeaaeikgcsokhkpc,1
0,ftcpvkvugnfaiebicwgqupjnkrobve,2
0,ugqgukmewufrullisqqoonjhdhpagm,1
0,iodiicagwehjtjsmgfjpitlgpnirtb,1
0,ffolnnlnapnnawrpmshtrjtlwlefsw,0
0,unqgghlnuajtvrhdkeahffnkbqdcth,3
0,bevtlobbqftospbtdrcdkeamehhdes,2
0,pdvqfalpwbtcbbogrbigmbkmrdodav,1
0,ngjsnsuljpqqlunhotktskikwdtmnr,1
0,atlpultmligjlljdvhpwjoefqrvrnf,1
0,qlsgitoughvtlooiruigmgtkvdtogm,1
0,vcfkdkjfgmvmllgbkgbdvhclvwljgn,3
0,hvpvjrkhehvtrrhuduifcqfbcbakke,1
0,lsimdwdjavteqkfnlmqvtotnkvahkg,1
0,rlsvwasgpgodqninpfqkrjlmwvtbit,1
0,qeqowhawmmlgnjdkjioldovgminilu,0
0,dwphunngpaakocseaouottbdrflwri,4
0,iavjdcgohjlsmvffbtosvbnghmpcac,2
0,nquocsawfaoaqfpeogljrmpeeqoqio,3
0,nrafcmjhvmvimgnabbprprwrpjtetn,4
0,kdkwgodjlbvfgflawrobsbjgaukitq,2
0,iffeeautgamwmleqgnjewrjelhajew,1
0,qbfsaictjchrqcqcsqewhpkhuuljmv,0
0,wjnirarmuepvccormeopvwngqhunur,0
0,cifkpposwotptkgjvfpbapuhsdiavh,2
0,mtopvbondhqctdwdscjroleatohbsa,3
0,qmlqnclpvebssouwrdimfccaabfela,1
0,smomjodfefvmfkppftvrpgakdctnvf,0
0,apttuegiuhjlchfnlgccqrgsvlkbju,1
0,grdaqbntkubstiohbchvuvugrjugig,1
0,mcafutadhljcngmladqdajggejttdb,2
0,fplblblshneuwgtnnvmboontibwtmc,0
0,duwimmcvpjljaubhowvvfstjhwivdl,3
0,aaibpvhojtgegikfgjahbqgvgguwft,4
0,viiqsdgtigktgvksnuddaajslbgnko,1
